Gene stable ID	Gene name	Chromosome/scaffold name
WBGene00001113	dur-1	IV
WBGene00001115	dyb-1	I
WBGene00001116	dyc-1	X
WBGene00001117	dyf-1	I
WBGene00001118	dyf-2	III
WBGene00001119	dyf-3	IV
WBGene00001121	dyf-5	I
WBGene00001122	dyf-6	X
WBGene00001123	dyf-7	X
WBGene00001127	dyf-11	X
WBGene00001129	dyf-13	II
WBGene00001130	dyn-1	X
WBGene00001131	dys-1	I
WBGene00001132	alp-1	IV
WBGene00001133	eat-2	II
WBGene00001134	eat-3	II
WBGene00001135	eat-4	III
WBGene00001136	eat-5	I
WBGene00001137	eat-6	V
WBGene00001145	eat-16	I
WBGene00001147	eat-18	I
WBGene00001148	eat-20	X
WBGene00001149	bcat-1	X
WBGene00001150	ech-1.1	V
WBGene00001151	ech-2	IV
WBGene00001152	ech-3	V
WBGene00001153	ech-4	II
WBGene00001154	ech-5	IV
WBGene00001155	ech-6	III
WBGene00001156	ech-7	I
WBGene00001157	ech-8	IV
WBGene00001158	ech-9	IV
WBGene00001159	eff-1	II
WBGene00001160	efk-1	III
WBGene00001161	efl-1	V
WBGene00001162	efl-2	II
WBGene00001163	efn-2	IV
WBGene00001164	efn-3	X
WBGene00001165	efn-4	IV
WBGene00001166	eftu-2	III
WBGene00001167	eef-2	I
WBGene00001168	eef-1A.1	III
WBGene00001169	eef-1A.2	X
WBGene00001170	egl-1	V
WBGene00001171	egl-2	V
WBGene00001172	egl-3	V
WBGene00001173	egl-4	IV
WBGene00001174	egl-5	III
WBGene00001175	egl-6	X
WBGene00001177	egl-8	V
WBGene00001178	egl-9	V
WBGene00001179	egl-10	V
WBGene00001182	egl-13	X
WBGene00001184	egl-15	X
WBGene00001185	egl-17	X
WBGene00001186	egl-18	IV
WBGene00001187	egl-19	IV
WBGene00001188	egl-20	IV
WBGene00001189	egl-21	IV
WBGene00001190	egl-23	IV
WBGene00001193	egl-26	II
WBGene00001194	egl-27	II
WBGene00001196	egl-30	I
WBGene00001202	egl-36	X
WBGene00001204	egl-38	IV
WBGene00001207	egl-43	II
WBGene00001208	egl-44	II
WBGene00001209	egl-45	III
WBGene00001210	egl-46	V
WBGene00001211	egl-47	V
WBGene00001214	ego-1	I
WBGene00001215	ego-2	I
WBGene00001223	ehn-3	IV
WBGene00001224	ehs-1	II
WBGene00001225	eif-3.B	II
WBGene00001226	eif-3.C	I
WBGene00001227	eif-3.D	III
WBGene00001228	eif-3.E	I
WBGene00001229	eif-3.F	II
WBGene00001230	eif-3.G	II
WBGene00001231	eif-3.H	I
WBGene00001232	eif-3.I	I
WBGene00001233	eif-3.K	V
WBGene00001234	eif-6	I
WBGene00001235	elb-1	III
WBGene00001236	elc-1	III
WBGene00001237	elc-2	X
WBGene00001239	elo-1	IV
WBGene00001240	elo-2	IV
WBGene00001241	elo-3	IV
WBGene00001242	elo-4	III
WBGene00001243	elo-5	IV
WBGene00001244	elo-6	IV
WBGene00001245	elo-7	IV
WBGene00001246	elo-8	III
WBGene00001247	elo-9	II
WBGene00001248	elp-1	V
WBGene00001249	elt-1	IV
WBGene00001250	elt-2	X
WBGene00001251	elt-3	X
WBGene00001252	elt-4	X
WBGene00001253	elt-6	IV
WBGene00001258	emb-4	V
WBGene00001259	emb-5	III
WBGene00001262	emb-8	III
WBGene00001263	emb-9	III
WBGene00001281	emb-27	II
WBGene00001284	emb-30	III
WBGene00001303	sec-61.G	V
WBGene00001309	emr-1	I
WBGene00001310	end-1	V
WBGene00001311	end-3	V
WBGene00001320	ent-1	IV
WBGene00001324	eor-1	IV
WBGene00001325	eor-2	X
WBGene00001328	epi-1	IV
WBGene00001329	epn-1	X
WBGene00001330	eps-8	IV
WBGene00001331	erd-2.1	X
WBGene00001332	eri-1	IV
WBGene00001333	erm-1	I
WBGene00001334	ero-1	I
WBGene00001335	F35A5.8	X
WBGene00001336	qars-1	IV
WBGene00001337	ears-1	I
WBGene00001338	ears-2	IV
WBGene00001340	etr-1	II
WBGene00001345	fos-1	V
WBGene00001352	evl-14	III
WBGene00001358	evl-20	II
WBGene00001362	exc-1	X
WBGene00001365	exc-4	I
WBGene00001366	exc-5	IV
WBGene00001368	exc-7	II
WBGene00001371	exl-1	II
WBGene00001372	exo-3	I
WBGene00001373	exp-1	II
WBGene00001374	exp-2	V
WBGene00001377	eya-1	I
WBGene00001385	far-1	III
WBGene00001386	far-2	III
WBGene00001387	far-3	V
WBGene00001388	far-4	V
WBGene00001389	far-5	V
WBGene00001390	far-6	IV
WBGene00001391	far-7	II
WBGene00001392	far-8	III
WBGene00001393	fat-1	IV
WBGene00001394	fat-2	IV
WBGene00001395	fat-3	IV
WBGene00001396	fat-4	IV
WBGene00001397	fat-5	V
WBGene00001398	fat-6	IV
WBGene00001399	fat-7	V
WBGene00001400	fax-1	X
WBGene00001401	fbf-1	II
WBGene00001402	fbf-2	II
WBGene00001403	fbl-1	IV
WBGene00001404	fbp-1	I
WBGene00001405	fce-1	I
WBGene00001406	fce-2	V
WBGene00001410	feh-1	III
WBGene00001411	fem-1	IV
WBGene00001412	fem-2	III
WBGene00001413	fem-3	IV
WBGene00001414	fer-1	I
WBGene00001423	fib-1	V
WBGene00001424	fis-1	II
WBGene00001425	fis-2	X
WBGene00001426	fkb-1	IV
WBGene00001427	fkb-2	I
WBGene00001428	fkb-3	V
WBGene00001429	fkb-4	V
WBGene00001430	fkb-5	I
WBGene00001431	fkb-6	V
WBGene00001432	fkb-7	I
WBGene00001433	fkb-8	I
WBGene00001434	fkh-2	X
WBGene00001435	fkh-3	X
WBGene00001436	fkh-4	X
WBGene00001437	fkh-5	III
WBGene00001438	fkh-6	II
WBGene00001439	fkh-7	IV
WBGene00001440	fkh-8	II
WBGene00001441	fkh-9	X
WBGene00001442	fkh-10	I
WBGene00001443	fli-1	III
WBGene00001444	flp-1	IV
WBGene00001445	flp-2	X
WBGene00001446	flp-3	X
WBGene00001447	flp-4	II
WBGene00001448	flp-5	X
WBGene00001449	flp-6	V
WBGene00001450	flp-7	X
WBGene00001451	flp-8	X
WBGene00001452	flp-9	IV
WBGene00001453	flp-10	IV
WBGene00001454	flp-11	X
WBGene00001455	flp-12	X
WBGene00001456	flp-13	IV
WBGene00001457	flp-14	III
WBGene00001458	flp-15	III
WBGene00001459	flp-16	II
WBGene00001460	flp-17	IV
WBGene00001461	flp-18	X
WBGene00001462	flp-19	X
WBGene00001463	flp-20	X
WBGene00001464	flp-21	V
WBGene00001465	flr-1	X
WBGene00001466	flr-2	V
WBGene00001468	flr-4	X
WBGene00001470	baz-2	III
WBGene00001475	fmi-1	V
WBGene00001476	fmo-1	IV
WBGene00001477	fmo-2	IV
WBGene00001478	fmo-3	III
WBGene00001479	fmo-4	V
WBGene00001480	fmo-5	V
WBGene00001481	fog-1	I
WBGene00001482	fog-2	V
WBGene00001483	fog-3	I
WBGene00001484	fox-1	X
WBGene00001485	fre-1	V
WBGene00001486	frh-1	II
WBGene00001487	frk-1	IV
WBGene00001488	frm-1	I
WBGene00001489	frm-2	III
WBGene00001490	frm-3	X
WBGene00001491	frm-4	I
WBGene00001492	frm-5.1	IV
WBGene00001493	frm-7	V
WBGene00001494	frm-8	III
WBGene00001495	F31B12.3	X
WBGene00001496	frm-10	V
WBGene00001497	fars-1	I
WBGene00001498	fars-3	II
WBGene00001499	fsn-1	III
WBGene00001500	ftn-1	V
WBGene00001501	ftn-2	I
WBGene00001502	ftt-2	X
WBGene00001503	fum-1	III
WBGene00001505	fut-1	II
WBGene00001506	fut-2	V
WBGene00001507	fut-4	II
WBGene00001508	fut-8	V
WBGene00001509	fzo-1	II
WBGene00001510	fzr-1	II
WBGene00001511	fzy-1	II
WBGene00001512	gab-1	III
WBGene00001513	gad-1	V
WBGene00001514	xnd-1	III
WBGene00001515	gap-1	X
WBGene00001516	gap-2	X
WBGene00001517	gar-1	X
WBGene00001518	gar-2	III
WBGene00001519	gar-3	V
WBGene00001520	gas-1	X
WBGene00001522	gbh-1	II
WBGene00001523	gbh-2	II
WBGene00001526	gck-1	V
WBGene00001527	gcs-1	II
WBGene00001528	gcy-1	II
WBGene00001529	gcy-2	II
WBGene00001530	gcy-3	II
WBGene00001531	gcy-4	II
WBGene00001532	gcy-5	II
WBGene00001533	gcy-6	V
WBGene00001534	gcy-7	V
WBGene00001535	gcy-8	IV
WBGene00001536	gcy-9	X
WBGene00001537	gcy-11	X
WBGene00001538	gcy-12	II
WBGene00001539	gcy-13	V
WBGene00001540	gcy-14	V
WBGene00001541	gcy-15	II
WBGene00001542	gcy-17	I
WBGene00001543	gcy-18	IV
WBGene00001544	gcy-19	II
WBGene00001545	gcy-20	V
WBGene00001546	gcy-21	II
WBGene00001547	gcy-22	V
WBGene00001548	gcy-23	IV
WBGene00001549	gcy-25	IV
WBGene00001550	gcy-27	IV
WBGene00001551	gcy-31	X
WBGene00001552	gcy-32	V
WBGene00001553	gcy-33	V
WBGene00001554	gcy-34	V
WBGene00001555	gcy-35	I
WBGene00001556	gcy-36	X
WBGene00001557	gcy-37	IV
WBGene00001558	gdi-1	IV
WBGene00001559	gei-1	III
WBGene00001560	gei-3	X
WBGene00001561	gei-4	III
WBGene00001562	lin-66	IV
WBGene00001563	gei-6	V
WBGene00001564	icl-1	V
WBGene00001565	gei-8	III
WBGene00001566	acdh-13	IV
WBGene00001568	snpc-4	I
WBGene00001569	meg-3	X
WBGene00001570	gei-13	III
WBGene00001571	gei-14	II
WBGene00001572	gei-15	X
WBGene00001574	gei-17	I
WBGene00001575	gei-18	IV
WBGene00001577	gem-4	IV
WBGene00001578	ges-1	V
WBGene00001579	gex-2	IV
WBGene00001580	gex-3	IV
WBGene00001581	gfi-1	V
WBGene00001582	gfi-2	I
WBGene00001583	gfi-3	X
WBGene00001584	nrde-4	IV
WBGene00001585	gfl-1	IV
WBGene00001586	ggr-1	II
WBGene00001587	ggr-2	X
WBGene00001588	ggr-3	II
WBGene00001589	gip-1	III
WBGene00001590	lipt-1	I
WBGene00001591	glc-1	V
WBGene00001592	glc-2	I
WBGene00001593	glc-3	V
WBGene00001594	glc-4	II
WBGene00001595	gld-1	I
WBGene00001596	gld-2	I
WBGene00001597	gld-3	II
WBGene00001598	glh-1	I
WBGene00001599	glh-2	I
WBGene00001600	glh-3	I
WBGene00001601	glh-4	I
WBGene00001602	gln-1	X
WBGene00001603	gln-2	III
WBGene00001604	gln-3	IV
WBGene00001605	gln-4	III
WBGene00001606	gln-5	IV
WBGene00001607	gln-6	IV
WBGene00001608	R07B1.8	X
WBGene00001609	glp-1	III
WBGene00001612	glr-1	III
WBGene00001613	glr-2	III
WBGene00001614	glr-3	I
WBGene00001615	glr-4	II
WBGene00001616	glr-5	V
WBGene00001617	glr-6	X
WBGene00001618	glr-7	X
WBGene00001619	glr-8	X
WBGene00001620	glt-1	X
WBGene00001621	glt-3	IV
WBGene00001622	glt-4	X
WBGene00001623	glt-5	II
WBGene00001624	glt-6	IV
WBGene00001625	glt-7	IV
WBGene00001626	gly-1	II
WBGene00001627	gly-2	I
WBGene00001628	gly-3	III
WBGene00001629	gly-4	V
WBGene00001630	gly-5	III
WBGene00001631	gly-6	III
WBGene00001632	gly-7	V
WBGene00001633	gly-8	III
WBGene00001635	gly-10	IV
WBGene00001636	gly-11	III
WBGene00001637	gly-12	X
WBGene00001638	gly-13	X
WBGene00001639	gly-14	III
WBGene00001640	gly-15	I
WBGene00001641	gly-16	I
WBGene00001642	gly-17	I
WBGene00001643	gly-18	I
WBGene00001644	gly-19	I
WBGene00001645	gly-20	V
WBGene00001646	gna-1	V
WBGene00001647	gna-2	I
WBGene00001648	goa-1	I
WBGene00001649	gob-1	X
WBGene00001650	gon-1	IV
WBGene00001651	gon-2	I
WBGene00001653	gon-4	IV
WBGene00001660	gop-1	III
WBGene00001661	gop-2	III
WBGene00001662	gop-3	III
WBGene00001663	gpa-1	V
WBGene00001664	gpa-2	V
WBGene00001665	gpa-3	V
WBGene00001666	gpa-4	IV
WBGene00001667	gpa-5	X
WBGene00001668	gpa-6	X
WBGene00001669	gpa-7	IV
WBGene00001670	gpa-8	V
WBGene00001671	gpa-9	V
WBGene00001672	gpa-10	V
WBGene00001673	gpa-11	II
WBGene00001674	gpa-12	X
WBGene00001675	gpa-13	V
WBGene00001676	gpa-14	I
WBGene00001677	gpa-15	I
WBGene00001678	gpa-16	I
WBGene00001679	gpb-1	II
WBGene00001680	gpb-2	I
WBGene00001681	gpc-1	X
WBGene00001682	gpc-2	I
WBGene00001683	gpd-1	II
WBGene00001684	gpd-2	X
WBGene00001685	gpd-3	X
WBGene00001686	gpd-4	II
WBGene00001687	gpn-1	X
WBGene00001688	gpr-1	III
WBGene00001689	gpr-2	III
WBGene00001690	grd-1	X
WBGene00001691	grd-2	V
WBGene00001692	grd-3	IV
WBGene00001693	grd-4	X
WBGene00001694	grd-5	V
WBGene00001695	grd-6	V
WBGene00001696	grd-7	X
WBGene00001697	grd-8	V
WBGene00001698	grd-9	V
WBGene00001699	grd-10	IV
WBGene00001700	grd-11	V
WBGene00001701	grd-12	V
WBGene00001702	grd-13	IV
WBGene00001703	grd-14	X
WBGene00001704	grd-15	I
WBGene00001705	grd-16	IV
WBGene00001706	grd-17	V
WBGene00001707	grh-1	I
WBGene00001708	grk-1	X
WBGene00001709	grk-2	III
WBGene00001710	grl-1	V
WBGene00001711	grl-2	V
WBGene00001712	grl-3	V
WBGene00001713	grl-4	IV
WBGene00001714	grl-5	V
WBGene00001715	grl-6	X
WBGene00001716	grl-7	V
WBGene00001717	grl-8	V
WBGene00001718	grl-9	V
WBGene00001719	grl-10	V
WBGene00001720	grl-11	III
WBGene00001721	grl-12	V
WBGene00001722	grl-13	V
WBGene00001723	grl-14	V
WBGene00001724	grl-15	III
WBGene00001725	grl-16	I
WBGene00001726	grl-17	V
WBGene00001727	grl-18	V
WBGene00001728	grl-19	IV
WBGene00001729	grl-20	IV
WBGene00001730	grl-21	IV
WBGene00001731	grl-22	III
WBGene00001732	grl-23	V
WBGene00001733	grl-24	IV
WBGene00001734	grl-25	III
WBGene00001735	grl-26	IV
WBGene00001736	grl-27	V
WBGene00001737	grl-28	V
WBGene00001738	grl-29	V
WBGene00001739	grl-30	V
WBGene00001740	gro-1	III
WBGene00001743	grp-1	III
WBGene00001744	gars-1	III
WBGene00001745	gsa-1	I
WBGene00001746	gsk-3	I
WBGene00001747	gsp-1	V
WBGene00001748	gsp-2	III
WBGene00001749	gst-1	III
WBGene00001750	gst-2	IV
WBGene00001751	gst-3	IV
WBGene00001752	gst-4	IV
WBGene00001753	gst-5	II
WBGene00001754	gst-6	II
WBGene00001755	gst-7	II
WBGene00001756	gst-8	II
WBGene00001757	gst-9	II
WBGene00001758	gst-10	V
WBGene00001759	gst-11	X
WBGene00001760	gst-12	II
WBGene00001761	gst-13	II
WBGene00001762	gst-14	II
WBGene00001763	gst-15	II
WBGene00001764	gst-16	II
WBGene00001765	gst-17	II
WBGene00001766	gst-18	II
WBGene00001767	gst-19	II
WBGene00001768	gst-20	II
WBGene00001769	gst-21	V
WBGene00001770	gst-22	V
WBGene00001771	gst-23	V
WBGene00001772	gst-24	II
WBGene00001773	gst-25	I
WBGene00001774	gst-26	II
WBGene00001775	gst-27	II
WBGene00001776	gst-28	II
WBGene00001777	gst-29	II
WBGene00001778	gst-30	II
WBGene00001779	gst-31	II
WBGene00001780	gst-32	II
WBGene00001781	gst-33	V
WBGene00001782	gst-34	II
WBGene00001783	gst-35	II
WBGene00001784	gst-36	X
WBGene00001785	gst-37	V
WBGene00001786	gst-38	V
WBGene00001787	gst-39	II
WBGene00001788	gst-40	IV
WBGene00001789	gst-41	V
WBGene00001790	gst-42	X
WBGene00001791	gst-43	I
WBGene00001792	gst-44	V
WBGene00001793	gsy-1	II
WBGene00001794	gta-1	IV
WBGene00001795	gtl-1	IV
WBGene00001796	gtl-2	IV
WBGene00001803	lite-1	X
WBGene00001804	gur-3	X
WBGene00001805	gur-4	II
WBGene00001806	gur-5	II
WBGene00001808	gut-2	V
WBGene00001811	haf-1	IV
WBGene00001812	haf-2	II
WBGene00001813	haf-3	V
WBGene00001814	haf-4	I
WBGene00001815	hmt-1	III
WBGene00001816	haf-6	I
WBGene00001817	haf-7	V
WBGene00001818	haf-8	IV
WBGene00001819	haf-9	I
WBGene00001820	ham-1	IV
WBGene00001821	ham-2	X
WBGene00001823	hap-1	III
WBGene00001824	hbl-1	X
WBGene00001827	hcf-1	IV
WBGene00001828	hch-1	X
WBGene00001829	hcp-1	V
WBGene00001830	hcp-2	V
WBGene00001831	hcp-3	III
WBGene00001832	hcp-4	I
WBGene00001833	hcp-6	I
WBGene00001834	hda-1	V
WBGene00001835	hda-2	II
WBGene00001836	hda-3	I
WBGene00001837	hda-4	X
WBGene00001838	hda-10	II
WBGene00001839	hdl-1	IV
WBGene00001840	hel-1	II
WBGene00001841	hen-1	X
WBGene00001842	her-1	V
WBGene00001843	hgo-1	I
WBGene00001844	hid-1	X
WBGene00001851	hif-1	V
WBGene00001852	hil-1	V
WBGene00001853	hil-2	IV
WBGene00001854	hil-3	X
WBGene00001855	hil-4	V
WBGene00001856	hil-5	I
WBGene00001857	hil-6	V
WBGene00001858	hil-7	IV
WBGene00001859	hil-8	I
WBGene00001860	him-1	I
WBGene00001862	him-3	IV
WBGene00001863	him-4	X
WBGene00001864	him-5	V
WBGene00001865	him-6	IV
WBGene00001867	him-8	IV
WBGene00001869	him-10	III
WBGene00001872	him-14	II
WBGene00001874	him-17	V
WBGene00001875	his-1	V
WBGene00001876	his-2	V
WBGene00001877	his-3	V
WBGene00001878	his-4	V
WBGene00001879	his-5	V
WBGene00001880	his-6	V
WBGene00001881	his-7	V
WBGene00001882	his-8	V
WBGene00001883	his-9	II
WBGene00001884	his-10	II
WBGene00001885	his-11	II
WBGene00001886	his-12	II
WBGene00001887	his-13	II
WBGene00001888	his-14	II
WBGene00001889	his-15	II
WBGene00001890	his-16	II
WBGene00001891	his-17	V
WBGene00001892	his-18	V
WBGene00001893	his-19	V
WBGene00001894	his-20	V
WBGene00001895	his-21	V
WBGene00001896	his-22	V
WBGene00001898	his-24	X
WBGene00001899	his-25	II
WBGene00001900	his-26	II
WBGene00001901	his-27	V
WBGene00001902	his-28	V
WBGene00001903	his-29	IV
WBGene00001904	his-30	IV
WBGene00001905	his-31	IV
WBGene00001906	his-32	IV
WBGene00001907	his-33	IV
WBGene00001908	his-34	IV
WBGene00001909	his-35	V
WBGene00001910	C50F4.6	V
WBGene00001911	his-37	V
WBGene00001912	his-38	X
WBGene00001913	his-39	V
WBGene00001914	his-40	X
WBGene00001915	his-41	V
WBGene00001916	his-42	II
WBGene00001917	his-43	II
WBGene00001918	his-44	II
WBGene00001919	his-45	IV
WBGene00001920	his-46	IV
WBGene00001921	his-47	IV
WBGene00001922	his-48	IV
WBGene00001923	his-49	V
WBGene00001924	his-50	V
WBGene00001925	his-51	V
WBGene00001926	his-52	V
WBGene00001927	his-53	V
WBGene00001928	his-54	V
WBGene00001929	his-55	IV
WBGene00001930	his-56	IV
WBGene00001931	his-57	IV
WBGene00001932	his-58	IV
WBGene00001933	his-59	IV
WBGene00001934	his-60	IV
WBGene00001935	his-61	IV
WBGene00001936	his-62	IV
WBGene00001937	his-63	IV
WBGene00001938	his-64	IV
WBGene00001939	his-65	IV
WBGene00001940	his-66	IV
WBGene00001941	his-67	I
WBGene00001942	his-68	I
WBGene00001943	his-69	III
WBGene00001944	his-70	III
WBGene00001945	his-71	X
WBGene00001946	his-72	III
WBGene00001947	his-73	II
WBGene00001948	hlh-1	II
WBGene00001949	hlh-2	I
WBGene00001950	hlh-3	II
WBGene00001951	hlh-4	III
WBGene00001952	hlh-6	II
WBGene00001953	hlh-8	X
WBGene00001954	hlh-10	V
WBGene00001955	hlh-11	III
WBGene00001956	hlh-12	IV
WBGene00001957	hlh-13	X
WBGene00001958	hlh-14	II
WBGene00001959	hlh-15	X
WBGene00001960	hlh-16	I
WBGene00001961	hlh-17	IV
WBGene00001962	hlh-19	X
WBGene00001963	btb-1	III
WBGene00001964	hlh-25	II
WBGene00001965	hlh-26	II
WBGene00001966	hlh-27	II
WBGene00001967	hlh-28	X
WBGene00001968	hlh-29	X
WBGene00001971	hmg-1.1	II
WBGene00001972	hmg-1.2	III
WBGene00001973	hmg-3	I
WBGene00001974	hmg-4	III
WBGene00001975	hmg-5	IV
WBGene00001976	hmg-11	II
WBGene00001977	hmg-12	II
WBGene00001978	hmp-1	V
WBGene00001979	hmp-2	I
WBGene00001980	hmr-1	I
WBGene00001981	hnd-1	X
WBGene00001983	hoe-1	IV
WBGene00001984	hog-1	X
WBGene00001985	hop-1	I
WBGene00001986	hot-1	V
WBGene00001987	hot-2	V
WBGene00001988	hot-3	II
WBGene00001989	hot-4	III
WBGene00001990	hot-5	I
WBGene00001991	hot-6	V
WBGene00001992	hot-7	II
WBGene00001993	hpd-1	III
WBGene00001994	hpk-1	X
WBGene00001995	hpl-1	X
WBGene00001996	hpl-2	III
WBGene00001997	hpr-9	III
WBGene00001998	hpr-17	II
WBGene00001999	hrpa-1	IV
WBGene00002000	hrpr-1	I
WBGene00002001	hars-1	IV
WBGene00002002	hsb-1	IV
WBGene00002003	hse-5	III
WBGene00002004	hsf-1	I
WBGene00002005	hsp-1	IV
WBGene00002006	hsp-2	X
WBGene00002007	hsp-3	X
WBGene00002008	hsp-4	II
WBGene00002010	hsp-6	V
WBGene00002011	hsp-12.2	III
WBGene00002012	hsp-12.3	IV
WBGene00002013	hsp-12.6	IV
WBGene00002015	hsp-16.1	V
WBGene00002016	hsp-16.2	V
WBGene00002017	hsp-16.11	V
WBGene00002018	hsp-16.41	V
WBGene00002019	hsp-16.48	V
WBGene00002020	hsp-16.49	V
WBGene00002021	hsp-17	V
WBGene00002023	hsp-25	X
WBGene00002024	hsp-43	X
WBGene00002025	hsp-60	III
WBGene00002026	hsp-70	I
WBGene00002027	hsr-9	I
WBGene00002028	hst-1	IV
WBGene00002029	hst-2	X
WBGene00002030	hst-3.1	II
WBGene00002031	hst-6	X
WBGene00002032	htp-1	IV
WBGene00002033	htp-2	IV
WBGene00002034	htp-3	I
WBGene00002035	hum-1	I
WBGene00002036	hum-2	V
WBGene00002037	hum-4	X
WBGene00002038	hum-5	III
WBGene00002039	hum-6	X
WBGene00002040	hum-7	I
WBGene00002041	hum-8	IV
WBGene00002042	hus-1	I
WBGene00002043	hyl-1	IV
WBGene00002044	hyl-2	X
WBGene00002045	icd-1	II
WBGene00002046	icln-1	IV
WBGene00002047	icp-1	I
WBGene00002048	ida-1	III
WBGene00002050	ifa-1	X
WBGene00002051	ifa-3	X
WBGene00002052	ifa-4	X
WBGene00002053	ifb-1	II
WBGene00002054	ifb-2	II
WBGene00002055	ifc-1	V
WBGene00002056	ifc-2	X
WBGene00002057	ifd-1	X
WBGene00002058	ifd-2	X
WBGene00002059	ife-1	III
WBGene00002060	ife-2	X
WBGene00002061	ife-3	V
WBGene00002062	ife-4	X
WBGene00002063	ife-5	II
WBGene00002064	iff-1	III
WBGene00002065	iff-2	II
WBGene00002066	ifg-1	II
WBGene00002067	ifp-1	X
WBGene00002068	ify-1	II
WBGene00002069	ikb-1	I
WBGene00002070	ile-1	I
WBGene00002071	ile-2	X
WBGene00002072	ima-1	V
WBGene00002073	ima-2	I
WBGene00002074	ima-3	IV
WBGene00002075	imb-1	I
WBGene00002076	imb-2	II
WBGene00002077	imb-3	I
WBGene00002078	xpo-1	V
WBGene00002079	xpo-2	I
WBGene00002080	xpo-3	IV
WBGene00002081	ina-1	III
WBGene00002083	inf-1	III
WBGene00002084	ins-1	IV
WBGene00002085	ins-2	II
WBGene00002086	ins-3	II
WBGene00002087	ins-4	II
WBGene00002088	ins-5	II
WBGene00002089	ins-6	II
WBGene00002090	ins-7	IV
WBGene00002091	ins-8	IV
WBGene00002092	ins-9	X
WBGene00002093	ins-10	V
WBGene00002094	ins-11	II
WBGene00002095	ins-12	II
WBGene00002096	ins-13	II
WBGene00002097	ins-14	II
WBGene00002098	ins-15	II
WBGene00002099	ins-16	III
WBGene00002100	ins-17	III
WBGene00002101	ins-18	I
WBGene00002102	ins-19	II
WBGene00002103	ins-20	II
WBGene00002104	ins-21	III
WBGene00002105	ins-22	III
WBGene00002106	ins-23	III
WBGene00002107	ins-24	I
WBGene00002108	ins-25	I
WBGene00002109	ins-26	I
WBGene00002110	ins-27	I
WBGene00002111	ins-28	I
WBGene00002112	ins-29	I
WBGene00002113	ins-30	I
WBGene00002114	ins-31	II
WBGene00002115	ins-32	II
WBGene00002116	ins-33	I
WBGene00002117	ins-34	IV
WBGene00002118	ins-35	V
WBGene00002119	ins-36	I
WBGene00002120	ins-37	II
WBGene00002121	ins-38	II
WBGene00002123	inx-1	X
WBGene00002124	inx-2	X
WBGene00002125	inx-3	X
WBGene00002127	inx-5	X
WBGene00002128	inx-6	IV
WBGene00002129	inx-7	IV
WBGene00002130	inx-8	IV
WBGene00002131	inx-9	IV
WBGene00002132	inx-10	V
WBGene00002133	inx-11	V
WBGene00002134	inx-12	I
WBGene00002135	inx-13	I
WBGene00002136	inx-14	I
WBGene00002137	inx-15	I
WBGene00002138	inx-16	I
WBGene00002139	inx-17	I
WBGene00002140	inx-18	IV
WBGene00002141	inx-19	I
WBGene00002142	inx-20	I
WBGene00002143	inx-21	I
WBGene00002144	inx-22	I
WBGene00002146	ipp-5	X
WBGene00002147	ire-1	II
WBGene00002148	gon-14	V
WBGene00002149	irk-1	X
WBGene00002150	irk-2	X
WBGene00002151	irk-3	X
WBGene00002152	iars-1	IV
WBGene00002153	iars-2	I
WBGene00002162	isp-1	IV
WBGene00002163	ist-1	X
WBGene00002169	isw-1	III
WBGene00002173	itr-1	IV
WBGene00002174	itx-1	I
WBGene00002175	jac-1	IV
WBGene00002176	jip-1	II
WBGene00002177	jkk-1	X
WBGene00002178	jnk-1	IV
WBGene00002179	jph-1	I
WBGene00002180	jtr-1	IV
WBGene00002181	kal-1	I
WBGene00002182	kap-1	III
WBGene00002183	kat-1	II
WBGene00002184	kel-1	II
WBGene00002185	kel-3	III
WBGene00002186	kel-10	III
WBGene00002187	kgb-1	IV
WBGene00002188	kgb-2	IV
WBGene00002189	kin-1	I
WBGene00002190	kin-2	X
WBGene00002191	kin-3	I
WBGene00002192	kin-4	IV
WBGene00002193	kin-5	IV
WBGene00002194	kin-6	II
WBGene00002195	kin-9	X
WBGene00002196	kin-10	I
WBGene00002198	kin-14	I
WBGene00002199	kin-15	II
WBGene00002200	kin-16	II
WBGene00002201	kin-18	III
WBGene00002202	kin-19	III
WBGene00002203	kin-20	X
WBGene00002204	kin-21	IV
WBGene00002205	kin-23	I
WBGene00002206	kin-24	IV
WBGene00002207	sid-3	X
WBGene00002208	kin-26	IV
WBGene00002210	kin-29	X
WBGene00002211	kin-30	V
WBGene00002212	kin-31	III
WBGene00002213	kin-32	I
WBGene00002214	klc-1	IV
WBGene00002215	klc-2	V
WBGene00002216	klp-3	II
WBGene00002217	klp-4	X
WBGene00002218	klp-6	III
WBGene00002219	klp-7	III
WBGene00002220	gcc-1	X
WBGene00002221	klp-10	IV
WBGene00002222	klp-11	IV
WBGene00002223	klp-12	IV
WBGene00002224	klp-13	X
WBGene00002225	klp-15	I
WBGene00002226	klp-16	I
WBGene00002227	klp-17	II
WBGene00002228	klp-18	IV
WBGene00002229	klp-19	III
WBGene00002230	klp-20	III
WBGene00002231	knl-1	III
WBGene00002232	kpc-1	I
WBGene00002233	kqt-1	X
WBGene00002234	kqt-2	X
WBGene00002235	kqt-3	II
WBGene00002238	kars-1	II
WBGene00002239	ksr-1	X
WBGene00002240	ksr-2	I
WBGene00002241	kup-1	V
WBGene00002242	kvs-1	X
WBGene00002243	lad-2	IV
